speciesKey,species,scientificName,genus,family,order,class,numberOfOccurrences,iucnRedListCategory
7433570,Clematis paniculata,Clematis paniculata J.F.Gmel.,Clematis,Ranunculaceae,Ranunculales,Magnoliopsida,2370,
2803042,Zeuxine strateumatica,Zeuxine strateumatica (L.) Schltr.,Zeuxine,Orchidaceae,Asparagales,Liliopsida,2370,LC
7399880,Paeonia brownii,Paeonia brownii Douglas,Paeonia,Paeoniaceae,Saxifragales,Magnoliopsida,2368,
5304294,Hyacinthoides massartiana,Hyacinthoides × massartiana Geerinck,Hyacinthoides,Asparagaceae,Asparagales,Liliopsida,2368,
7994520,Aconitum delphiniifolium,Aconitum delphiniifolium Hort.Prag. ex Steud.,Aconitum,Ranunculaceae,Ranunculales,Magnoliopsida,2367,
2925889,Echium italicum,Echium italicum L.,Echium,Boraginaceae,Boraginales,Magnoliopsida,2366,
3939736,Hibiscus archeri,Hibiscus × archeri Watson,Hibiscus,Malvaceae,Malvales,Magnoliopsida,2366,
3054188,Koeberlinia spinosa,Koeberlinia spinosa Zucc.,Koeberlinia,Koeberliniaceae,Brassicales,Magnoliopsida,2365,LC
2876873,Quercus glauca,Quercus glauca Thunb.,Quercus,Fagaceae,Fagales,Magnoliopsida,2364,LC
3030225,Adenostoma sparsifolium,Adenostoma sparsifolium Torr.,Adenostoma,Rosaceae,Rosales,Magnoliopsida,2361,LC
2927764,Phlox roemeriana,Phlox roemeriana Scheele,Phlox,Polemoniaceae,Ericales,Magnoliopsida,2359,
2829384,Habenaria floribunda,Habenaria floribunda Lindl.,Habenaria,Orchidaceae,Asparagales,Liliopsida,2358,
7102937,Euonymus japonicus,Euonymus japonicus Thunb.,Euonymus,Celastraceae,Celastrales,Magnoliopsida,2357,
2974832,Vicia faba,Vicia faba L.,Vicia,Fabaceae,Fabales,Magnoliopsida,2357,
3085625,Petrorhagia dubia,Petrorhagia dubia (Raf.) G.López & Romo,Petrorhagia,Caryophyllaceae,Caryophyllales,Magnoliopsida,2357,
3141076,Stephanomeria pauciflora,Stephanomeria pauciflora (Torr.) A.Nelson,Stephanomeria,Asteraceae,Asterales,Magnoliopsida,2357,
5353250,Dalea formosa,Dalea formosa Torr.,Dalea,Fabaceae,Fabales,Magnoliopsida,2356,LC
4062365,Euploca procumbens,Euploca procumbens (Mill.) Diane & Hilger,Euploca,Heliotropiaceae,Boraginales,Magnoliopsida,2356,LC
8082978,Gliricidia sepium,Gliricidia sepium (Jacq.) Kunth,Gliricidia,Fabaceae,Fabales,Magnoliopsida,2355,LC
3189462,Hypericum mutilum,Hypericum mutilum L.,Hypericum,Hypericaceae,Malpighiales,Magnoliopsida,2354,
4149465,Avenella flexuosa,Avenella flexuosa (L.) Drejer,Avenella,Poaceae,Poales,Liliopsida,2354,
3189912,Peganum harmala,Peganum harmala L.,Peganum,Tetradiclidaceae,Sapindales,Magnoliopsida,2354,
2867525,Arisarum simorrhinum,Arisarum simorrhinum Durieu,Arisarum,Araceae,Alismatales,Liliopsida,2352,LC
8335191,Oloptum miliaceum,Oloptum miliaceum (L.) Röser & Hamasha,Oloptum,Poaceae,Poales,Liliopsida,2351,
3151392,Symphyotrichum chilense,Symphyotrichum chilense (Nees) G.L.Nesom,Symphyotrichum,Asteraceae,Asterales,Magnoliopsida,2350,
2869345,Dieffenbachia seguine,Dieffenbachia seguine (Jacq.) Schott,Dieffenbachia,Araceae,Alismatales,Liliopsida,2350,
3188904,Oenothera macrocarpa,Oenothera macrocarpa Nutt.,Oenothera,Onagraceae,Myrtales,Magnoliopsida,2348,
3045261,Noccaea fendleri,Noccaea fendleri (A.Gray) Holub,Noccaea,Brassicaceae,Brassicales,Magnoliopsida,2348,
2928377,Eucrypta chrysanthemifolia,Eucrypta chrysanthemifolia (Benth.) Greene,Eucrypta,Hydrophyllaceae,Boraginales,Magnoliopsida,2346,
3071476,Codiaeum variegatum,Codiaeum variegatum (L.) Rumph. ex A.Juss.,Codiaeum,Euphorbiaceae,Malpighiales,Magnoliopsida,2345,LC
2798146,Platanthera stricta,Platanthera stricta Lindl.,Platanthera,Orchidaceae,Asparagales,Liliopsida,2344,
3032796,Saxifraga cespitosa,Saxifraga cespitosa L.,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,2344,
9378271,Aphyllon franciscanum,Aphyllon franciscanum (Achey) A.C.Schneid.,Aphyllon,Orobanchaceae,Lamiales,Magnoliopsida,2343,
5305191,Dianella revoluta,Dianella revoluta R.Br.,Dianella,Asphodelaceae,Asparagales,Liliopsida,2341,
3026352,Chamaebatiaria millefolium,Chamaebatiaria millefolium (Torr.) Maxim.,Chamaebatiaria,Rosaceae,Rosales,Magnoliopsida,2341,
2889373,Fagopyrum esculentum,Fagopyrum esculentum Moench,Fagopyrum,Polygonaceae,Caryophyllales,Magnoliopsida,2339,
5371888,Oenanthe aquatica,Oenanthe aquatica (L.) Poir.,Oenanthe,Apiaceae,Apiales,Magnoliopsida,2338,LC
3188906,Oenothera triloba,Oenothera triloba Nutt.,Oenothera,Onagraceae,Myrtales,Magnoliopsida,2338,
3072862,Jatropha dioica,Jatropha dioica Sessé,Jatropha,Euphorbiaceae,Malpighiales,Magnoliopsida,2335,LC
3570756,Penaea mucronata,Penaea mucronata L.,Penaea,Penaeaceae,Myrtales,Magnoliopsida,2334,
2964223,Lupinus nanus,Lupinus nanus Douglas ex Benth.,Lupinus,Fabaceae,Fabales,Magnoliopsida,2333,LC
2881480,Quercus faginea,Quercus faginea Lam.,Quercus,Fagaceae,Fagales,Magnoliopsida,2332,LC
2753380,Lilium lancifolium,Lilium lancifolium Thunb.,Lilium,Liliaceae,Liliales,Liliopsida,2332,
7683806,Clematis grata,Clematis grata Wall.,Clematis,Ranunculaceae,Ranunculales,Magnoliopsida,2331,
3118382,Tanacetum bipinnatum,Tanacetum bipinnatum (L.) Sch.Bip.,Tanacetum,Asteraceae,Asterales,Magnoliopsida,2331,
3921447,Aquilegia atrata,Aquilegia atrata Koch,Aquilegia,Ranunculaceae,Ranunculales,Magnoliopsida,2331,
3171911,Mohavea confertiflora,Mohavea confertiflora (Benth. ex A.DC.) A.Heller,Mohavea,Plantaginaceae,Lamiales,Magnoliopsida,2330,
5290296,Elymus elymoides,Elymus elymoides (Raf.) Swezey,Elymus,Poaceae,Poales,Liliopsida,2329,
3104106,Sanvitalia procumbens,Sanvitalia procumbens Lam.,Sanvitalia,Asteraceae,Asterales,Magnoliopsida,2329,
5359647,Glycine clandestina,Glycine clandestina J.C.Wendl.,Glycine,Fabaceae,Fabales,Magnoliopsida,2328,
3039173,Cissus verticillata,Cissus verticillata (L.) Nicolson & C.E.Jarvis,Cissus,Vitaceae,Vitales,Magnoliopsida,2328,LC
7750992,Chenopodium nutans,Chenopodium nutans (R.Br.) S.Fuentes & Borsch,Chenopodium,Amaranthaceae,Caryophyllales,Magnoliopsida,2327,
4220494,Cirsium nuttalii,Cirsium nuttalii DC.,Cirsium,Asteraceae,Asterales,Magnoliopsida,2325,
5356481,Lathyrus cicera,Lathyrus cicera L.,Lathyrus,Fabaceae,Fabales,Magnoliopsida,2324,LC
3103001,Ericameria ericoides,Ericameria ericoides (Less.) Jeps.,Ericameria,Asteraceae,Asterales,Magnoliopsida,2324,
2929617,Solanum chrysotrichum,Solanum chrysotrichum Schltdl.,Solanum,Solanaceae,Solanales,Magnoliopsida,2323,LC
3152693,Malvella leprosa,Malvella leprosa (Ortega) Krapov.,Malvella,Malvaceae,Malvales,Magnoliopsida,2322,
3188698,Cuphea hyssopifolia,Cuphea hyssopifolia Kunth,Cuphea,Lythraceae,Myrtales,Magnoliopsida,2322,
3151612,Symphyotrichum drummondii,Symphyotrichum drummondii (Lindl.) G.L.Nesom,Symphyotrichum,Asteraceae,Asterales,Magnoliopsida,2320,
2925649,Tectona grandis,Tectona grandis L.f.,Tectona,Lamiaceae,Lamiales,Magnoliopsida,2320,EN
2969431,Mimosa pigra,Mimosa pigra L.,Mimosa,Fabaceae,Fabales,Magnoliopsida,2319,LC
2889714,Eriogonum wrightii,Eriogonum wrightii Torr. ex Benth.,Eriogonum,Polygonaceae,Caryophyllales,Magnoliopsida,2318,
2927561,Collomia heterophylla,Collomia heterophylla Douglas ex Hook.,Collomia,Polemoniaceae,Ericales,Magnoliopsida,2316,
3109547,Lepidospartum squamatum,Lepidospartum squamatum (A.Gray) A.Gray,Lepidospartum,Asteraceae,Asterales,Magnoliopsida,2313,LC
2806973,Cryptostylis subulata,Cryptostylis subulata (Labill.) Rchb.f.,Cryptostylis,Orchidaceae,Asparagales,Liliopsida,2312,
3055154,Stillingia sylvatica,Stillingia sylvatica L.,Stillingia,Euphorbiaceae,Malpighiales,Magnoliopsida,2312,
6686326,Melochia pyramidata,Melochia pyramidata L.,Melochia,Malvaceae,Malvales,Magnoliopsida,2312,LC
5342849,Astragalus agrestis,Astragalus agrestis Douglas ex G.Don,Astragalus,Fabaceae,Fabales,Magnoliopsida,2311,
3097166,Tolpis barbata,Tolpis barbata (L.) Gaertn.,Tolpis,Asteraceae,Asterales,Magnoliopsida,2308,
5421380,Sarracenia leucophylla,Sarracenia leucophylla Raf.,Sarracenia,Sarraceniaceae,Ericales,Magnoliopsida,2307,VU
2891783,Impatiens balfourii,Impatiens balfourii Hook.fil.,Impatiens,Balsaminaceae,Ericales,Magnoliopsida,2307,
7334893,Stylidium graminifolium,Stylidium graminifolium Sw. ex Willd.,Stylidium,Stylidiaceae,Asterales,Magnoliopsida,2307,
3121461,Artemisia campestris,Artemisia campestris L.,Artemisia,Asteraceae,Asterales,Magnoliopsida,2307,
2925313,Lantana involucrata,Lantana involucrata L.,Lantana,Verbenaceae,Lamiales,Magnoliopsida,2306,LC
10912785,Cylindropuntia bernardina,"Cylindropuntia bernardina (Engelm. ex Parish) M.A.Baker, Cloud-H. & Rebman",Cylindropuntia,Cactaceae,Caryophyllales,Magnoliopsida,2306,
5407951,Lobelia pinifolia,Lobelia pinifolia L.,Lobelia,Campanulaceae,Asterales,Magnoliopsida,2306,
2706490,Agrostis capillaris,Agrostis capillaris L.,Agrostis,Poaceae,Poales,Liliopsida,2304,
7288565,Leptecophylla juniperina,Leptecophylla juniperina (J.R.Forst. & G.Forst.) C.M.Weiller,Leptecophylla,Ericaceae,Ericales,Magnoliopsida,2303,
7155048,Nama hispida,Nama hispida A.Gray,Nama,Namaceae,Boraginales,Magnoliopsida,2300,
2858846,Narcissus bulbocodium,Narcissus bulbocodium L.,Narcissus,Amaryllidaceae,Asparagales,Liliopsida,2300,
2880518,Quercus cornelius-mulleri,Quercus cornelius-mulleri Nixon & K.P.Steele,Quercus,Fagaceae,Fagales,Magnoliopsida,2299,LC
7308294,Teucrium montanum,Teucrium montanum L.,Teucrium,Lamiaceae,Lamiales,Magnoliopsida,2298,
2891773,Impatiens balsamina,Impatiens balsamina L.,Impatiens,Balsaminaceae,Ericales,Magnoliopsida,2297,
7262552,Maclura cochinchinensis,Maclura cochinchinensis (Lour.) Corner,Maclura,Moraceae,Rosales,Magnoliopsida,2297,
5393872,Taraxacum erythrospermum,Taraxacum erythrospermum Andrz. ex Besser,Taraxacum,Asteraceae,Asterales,Magnoliopsida,2296,
5359425,Trifolium alpinum,Trifolium alpinum L.,Trifolium,Fabaceae,Fabales,Magnoliopsida,2295,LC
2891752,Oxalis drummondii,Oxalis drummondii A.Gray,Oxalis,Oxalidaceae,Oxalidales,Magnoliopsida,2295,
3638282,Orlaya grandiflora,Orlaya grandiflora (L.) Hoffm.,Orlaya,Apiaceae,Apiales,Magnoliopsida,2294,
2986073,Suriana maritima,Suriana maritima L.,Suriana,Surianaceae,Fabales,Magnoliopsida,2293,LC
7268098,Atocion armeria,Atocion armeria (L.) Raf.,Atocion,Caryophyllaceae,Caryophyllales,Magnoliopsida,2293,
3191374,Polygala vulgaris,Polygala vulgaris L.,Polygala,Polygalaceae,Fabales,Magnoliopsida,2293,
2984573,Artocarpus altilis,Artocarpus altilis (Parkinson) Fosberg,Artocarpus,Moraceae,Rosales,Magnoliopsida,2293,LC
2878545,Quercus myrtifolia,Quercus myrtifolia Willd.,Quercus,Fagaceae,Fagales,Magnoliopsida,2292,LC
3703606,Carpobrotus acinaciformis,Carpobrotus acinaciformis (L.) L.Bolus,Carpobrotus,Aizoaceae,Caryophyllales,Magnoliopsida,2291,
5406724,Sida ciliaris,Sida ciliaris L.,Sida,Malvaceae,Malvales,Magnoliopsida,2290,
2889605,Eriogonum compositum,Eriogonum compositum Douglas ex Benth.,Eriogonum,Polygonaceae,Caryophyllales,Magnoliopsida,2289,
8113655,Ribes missouriense,Ribes missouriense Nutt. ex Torr. & A.Gray,Ribes,Grossulariaceae,Saxifragales,Magnoliopsida,2288,
7930596,Trifolium variegatum,Trifolium variegatum Nutt.,Trifolium,Fabaceae,Fabales,Magnoliopsida,2288,
7346090,Erythranthe moschata,Erythranthe moschata (Douglas ex Lindl.) G.L.Nesom,Erythranthe,Phrymaceae,Lamiales,Magnoliopsida,2287,
5287905,Bromelia pinguin,Bromelia pinguin L.,Bromelia,Bromeliaceae,Poales,Liliopsida,2287,
5333379,Phyllodoce caerulea,Phyllodoce caerulea (L.) Bab.,Phyllodoce,Ericaceae,Ericales,Magnoliopsida,2286,
3150933,Echinacea angustifolia,Echinacea angustifolia DC.,Echinacea,Asteraceae,Asterales,Magnoliopsida,2286,
2959161,Kennedia rubicunda,Kennedia rubicunda (Schneev.) Vent.,Kennedia,Fabaceae,Fabales,Magnoliopsida,2286,
8149049,Wisteria sinensis,Wisteria sinensis (Sims) DC.,Wisteria,Fabaceae,Fabales,Magnoliopsida,2285,
3152493,Anoda cristata,Anoda cristata (L.) Schltdl.,Anoda,Malvaceae,Malvales,Magnoliopsida,2285,
3066919,Euphorbia thymifolia,Euphorbia thymifolia L.,Euphorbia,Euphorbiaceae,Malpighiales,Magnoliopsida,2284,
3170270,Asclepias linaria,Asclepias linaria Cav.,Asclepias,Apocynaceae,Gentianales,Magnoliopsida,2281,
2805433,Spiranthes sinensis,Spiranthes sinensis (Pers.) Ames,Spiranthes,Orchidaceae,Asparagales,Liliopsida,2281,LC
5342761,Astragalus mollissimus,Astragalus mollissimus Torr.,Astragalus,Fabaceae,Fabales,Magnoliopsida,2280,LC
3084670,Talinum fruticosum,Talinum fruticosum (L.) Juss.,Talinum,Talinaceae,Caryophyllales,Magnoliopsida,2280,
3082920,Barringtonia asiatica,Barringtonia asiatica (L.) Kurz,Barringtonia,Lecythidaceae,Ericales,Magnoliopsida,2280,LC
2944039,Psoralea pinnata,Psoralea pinnata L.,Psoralea,Fabaceae,Fabales,Magnoliopsida,2279,
5537836,Angelica capitellata,"Angelica capitellata (A.Gray) Spalik, Reduron & S.R.Downie",Angelica,Apiaceae,Apiales,Magnoliopsida,2279,
7276088,Glochidion ferdinandi,Glochidion ferdinandi (Müll.Arg.) F.M.Bailey,Glochidion,Phyllanthaceae,Malpighiales,Magnoliopsida,2278,LC
3000723,Sibbaldianthe bifurca,Sibbaldianthe bifurca (L.) Kurtto & T.Erikss.,Sibbaldianthe,Rosaceae,Rosales,Magnoliopsida,2274,
5333354,Leucothoe fontanesiana,Leucothoe fontanesiana (Steud.) Sleumer,Leucothoe,Ericaceae,Ericales,Magnoliopsida,2274,
2841318,Caladenia latifolia,Caladenia latifolia R.Br.,Caladenia,Orchidaceae,Asparagales,Liliopsida,2273,
10629881,Pentanema hirtum,"Pentanema hirtum (L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort.",Pentanema,Asteraceae,Asterales,Magnoliopsida,2272,
5341310,Galeopsis pubescens,Galeopsis pubescens Besser,Galeopsis,Lamiaceae,Lamiales,Magnoliopsida,2272,
6399621,Arctostaphylos crustacea,Arctostaphylos crustacea Eastw.,Arctostaphylos,Ericaceae,Ericales,Magnoliopsida,2272,
2711190,Schoenoplectus pungens,Schoenoplectus pungens (Vahl) Palla,Schoenoplectus,Cyperaceae,Poales,Liliopsida,2271,
2723213,Carex comosa,Carex comosa Boott,Carex,Cyperaceae,Poales,Liliopsida,2269,LC
2928560,Ipomoea coccinea,Ipomoea coccinea L.,Ipomoea,Convolvulaceae,Solanales,Magnoliopsida,2268,
7272137,Prunus emarginata,Prunus emarginata (Douglas ex Hook.) Eaton,Prunus,Rosaceae,Rosales,Magnoliopsida,2267,LC
5373004,Salix caroliniana,Salix caroliniana Michx.,Salix,Salicaceae,Malpighiales,Magnoliopsida,2265,LC
7282667,Cylindropuntia ganderi,Cylindropuntia ganderi (C.B.Wolf) Rebman,Cylindropuntia,Cactaceae,Caryophyllales,Magnoliopsida,2264,LC
3189498,Hypericum gramineum,Hypericum gramineum G.Forst.,Hypericum,Hypericaceae,Malpighiales,Magnoliopsida,2262,
8015066,Johnstonella angustifolia,Johnstonella angustifolia (Torr.) Hasenstab & M.G.Simpson,Johnstonella,Boraginaceae,Boraginales,Magnoliopsida,2262,
3111778,Zinnia grandiflora,Zinnia grandiflora Nutt.,Zinnia,Asteraceae,Asterales,Magnoliopsida,2261,
3169317,Cyclamen persicum,Cyclamen persicum Mill.,Cyclamen,Primulaceae,Ericales,Magnoliopsida,2261,LC
7339073,Sarcandra glabra,Sarcandra glabra (Thunb.) Nakai,Sarcandra,Chloranthaceae,Chloranthales,Magnoliopsida,2260,
3181835,Leptospermum continentale,Leptospermum continentale J.Thomps.,Leptospermum,Myrtaceae,Myrtales,Magnoliopsida,2260,
5327293,Pandanus odorifer,Pandanus odorifer (Forssk.) Kuntze,Pandanus,Pandanaceae,Pandanales,Liliopsida,2258,LC
3039046,Fatsia japonica,Fatsia japonica (Thunb.) Decne. & Planch.,Fatsia,Araliaceae,Apiales,Magnoliopsida,2258,
5659413,Leptosiphon ciliatus,Leptosiphon ciliatus (Benth.) Jeps.,Leptosiphon,Polemoniaceae,Ericales,Magnoliopsida,2257,
2820370,Cypripedium montanum,Cypripedium montanum Douglas ex Lindl.,Cypripedium,Orchidaceae,Asparagales,Liliopsida,2257,VU
3179997,Rhodomyrtus tomentosa,Rhodomyrtus tomentosa (Aiton) Hassk.,Rhodomyrtus,Myrtaceae,Myrtales,Magnoliopsida,2257,LC
7102475,Alectryon excelsus,Alectryon excelsus Gaertn.,Alectryon,Sapindaceae,Sapindales,Magnoliopsida,2256,LC
8078803,Cirsium altissimum,Cirsium altissimum (L.) Spreng.,Cirsium,Asteraceae,Asterales,Magnoliopsida,2256,
3084429,Coryphantha sulcata,Coryphantha sulcata (Engelm.) Britton & Rose,Coryphantha,Cactaceae,Caryophyllales,Magnoliopsida,2255,LC
3738544,Lathraea clandestina,Lathraea clandestina L.,Lathraea,Orobanchaceae,Lamiales,Magnoliopsida,2255,
2702717,Nardus stricta,Nardus stricta L.,Nardus,Poaceae,Poales,Liliopsida,2254,
3141095,Stephanomeria diegensis,Stephanomeria diegensis Gottlieb,Stephanomeria,Asteraceae,Asterales,Magnoliopsida,2253,
9530226,Pauridia capensis,Pauridia capensis (L.) Snijman & Kocyan,Pauridia,Hypoxidaceae,Asparagales,Liliopsida,2253,
6369742,Sambucus sibirica,Sambucus sibirica Nakai,Sambucus,Viburnaceae,Dipsacales,Magnoliopsida,2252,
3169980,Frasera caroliniensis,Frasera caroliniensis Walter,Frasera,Gentianaceae,Gentianales,Magnoliopsida,2251,
3032880,Leptarrhena pyrolifolia,Leptarrhena pyrolifolia (D.Don) R.Br. ex Ser.,Leptarrhena,Saxifragaceae,Saxifragales,Magnoliopsida,2251,
7534236,Diplacus brevipes,Diplacus brevipes (Benth.) G.L.Nesom,Diplacus,Phrymaceae,Lamiales,Magnoliopsida,2251,
3702338,Ripogonum scandens,Ripogonum scandens J.R.Forst. & G.Forst.,Ripogonum,Ripogonaceae,Liliales,Liliopsida,2249,
7279711,Echinocactus platyacanthus,Echinocactus platyacanthus Link & Otto,Echinocactus,Cactaceae,Caryophyllales,Magnoliopsida,2247,NT
2956985,Senna marilandica,Senna marilandica (L.) Link,Senna,Fabaceae,Fabales,Magnoliopsida,2247,
5372460,Colubrina texensis,Colubrina texensis (Torr. & A.Gray) A.Gray,Colubrina,Rhamnaceae,Rosales,Magnoliopsida,2247,
2717391,Scirpus microcarpus,Scirpus microcarpus J.Presl & C.Presl,Scirpus,Cyperaceae,Poales,Liliopsida,2246,LC
2958970,Sophora tomentosa,Sophora tomentosa L.,Sophora,Fabaceae,Fabales,Magnoliopsida,2246,LC
11019654,Palustricodon aparinoides,Palustricodon aparinoides (Pursh) Morin,Palustricodon,Campanulaceae,Asterales,Magnoliopsida,2245,LC
3074918,Vernicia montana,Vernicia montana Lour.,Vernicia,Euphorbiaceae,Malpighiales,Magnoliopsida,2245,LC
2883075,Rhododendron lapponicum,Rhododendron lapponicum (L.) Wahlenb.,Rhododendron,Ericaceae,Ericales,Magnoliopsida,2244,
5388835,Serratula tinctoria,Serratula tinctoria L.,Serratula,Asteraceae,Asterales,Magnoliopsida,2244,
2724925,Carex nigra,Carex nigra (L.) Reichard,Carex,Cyperaceae,Poales,Liliopsida,2244,LC
7150059,Daphne cneorum,Daphne cneorum L.,Daphne,Thymelaeaceae,Malvales,Magnoliopsida,2243,
2705426,Eragrostis tenella,Eragrostis tenella (L.) P.Beauv. ex Roem. & Schult.,Eragrostis,Poaceae,Poales,Liliopsida,2243,
3791606,Gymnosporia buxifolia,Gymnosporia buxifolia (L.) Szyszyl.,Gymnosporia,Celastraceae,Celastrales,Magnoliopsida,2241,LC
5361803,Parietaria officinalis,Parietaria officinalis L.,Parietaria,Urticaceae,Rosales,Magnoliopsida,2241,
2760940,Heliconia latispatha,Heliconia latispatha Benth.,Heliconia,Heliconiaceae,Zingiberales,Liliopsida,2239,
3721362,Aegiceras corniculatum,Aegiceras corniculatum (L.) Blanco,Aegiceras,Primulaceae,Ericales,Magnoliopsida,2238,LC
2864397,Tofieldia calyculata,Tofieldia calyculata (L.) Wahlenb.,Tofieldia,Tofieldiaceae,Alismatales,Liliopsida,2238,
5406755,Sida cordifolia,Sida cordifolia L.,Sida,Malvaceae,Malvales,Magnoliopsida,2236,
2725605,Carex stipata,Carex stipata Muhl. ex Willd.,Carex,Cyperaceae,Poales,Liliopsida,2236,LC
2777019,Nolina parryi,Nolina parryi S.Watson,Nolina,Asparagaceae,Asparagales,Liliopsida,2234,
7315229,Ceratocapnos claviculata,Ceratocapnos claviculata (L.) Lidén,Ceratocapnos,Papaveraceae,Ranunculales,Magnoliopsida,2233,
9206474,Triantha glutinosa,Triantha glutinosa (Michx.) Baker,Triantha,Tofieldiaceae,Alismatales,Liliopsida,2233,
8048981,Ferula communis,Ferula communis L.,Ferula,Apiaceae,Apiales,Magnoliopsida,2232,LC
5289726,Cenchrus spinifex,Cenchrus spinifex Cav.,Cenchrus,Poaceae,Poales,Liliopsida,2232,
3189896,Kallstroemia grandiflora,Kallstroemia grandiflora Torr. ex A.Gray,Kallstroemia,Zygophyllaceae,Zygophyllales,Magnoliopsida,2232,
3189466,Hypericum cistifolium,Hypericum cistifolium Lam.,Hypericum,Hypericaceae,Malpighiales,Magnoliopsida,2232,
3189497,Hypericum calycinum,Hypericum calycinum L.,Hypericum,Hypericaceae,Malpighiales,Magnoliopsida,2232,
3021922,Prunus cerasus,Prunus cerasus L.,Prunus,Rosaceae,Rosales,Magnoliopsida,2231,
8164781,Sempervivum montanum,Sempervivum montanum L.,Sempervivum,Crassulaceae,Saxifragales,Magnoliopsida,2230,
2766905,Agave parryi,Agave parryi Engelm.,Agave,Asparagaceae,Asparagales,Liliopsida,2230,LC
2874513,Cucurbita palmata,Cucurbita palmata S.Watson,Cucurbita,Cucurbitaceae,Cucurbitales,Magnoliopsida,2228,DD
3066953,Euphorbia ophthalmica,Euphorbia ophthalmica Pers.,Euphorbia,Euphorbiaceae,Malpighiales,Magnoliopsida,2227,
3086544,Diaperia verna,Diaperia verna (Raf.) Morefield,Diaperia,Asteraceae,Asterales,Magnoliopsida,2227,
3133692,Homogyne alpina,Homogyne alpina (L.) Cass.,Homogyne,Asteraceae,Asterales,Magnoliopsida,2226,
7657461,Rhododendron canescens,Rhododendron canescens (Michx.) G.Don,Rhododendron,Ericaceae,Ericales,Magnoliopsida,2224,LC
2863954,Phyllospadix torreyi,Phyllospadix torreyi S.Watson,Phyllospadix,Zosteraceae,Alismatales,Liliopsida,2223,LC
5421410,Dionaea muscipula,Dionaea muscipula Ellis,Dionaea,Droseraceae,Caryophyllales,Magnoliopsida,2222,VU
3127841,Centaurea pullata,Centaurea pullata L.,Centaurea,Asteraceae,Asterales,Magnoliopsida,2220,
2710941,Schoenoplectus lacustris,Schoenoplectus lacustris (L.) Palla,Schoenoplectus,Cyperaceae,Poales,Liliopsida,2220,LC
2964374,Lupinus argenteus,Lupinus argenteus Pursh,Lupinus,Fabaceae,Fabales,Magnoliopsida,2219,LC
5642811,Epacris longiflora,Epacris longiflora Cav.,Epacris,Ericaceae,Ericales,Magnoliopsida,2219,
3150883,Chrysocephalum semipapposum,Chrysocephalum semipapposum (Labill.) Steetz,Chrysocephalum,Asteraceae,Asterales,Magnoliopsida,2219,
3104005,Porophyllum gracile,Porophyllum gracile Benth.,Porophyllum,Asteraceae,Asterales,Magnoliopsida,2218,
5323092,Liparis loeselii,Liparis loeselii (L.) Rich.,Liparis,Orchidaceae,Asparagales,Liliopsida,2217,LC
2926501,Blephilia hirsuta,Blephilia hirsuta (Pursh) Benth.,Blephilia,Lamiaceae,Lamiales,Magnoliopsida,2217,
3112374,Cynara humilis,Cynara humilis L.,Cynara,Asteraceae,Asterales,Magnoliopsida,2217,
5567694,Bergenia crassifolia,Bergenia crassifolia (L.) Fritsch,Bergenia,Saxifragaceae,Saxifragales,Magnoliopsida,2213,
3033605,Myosurus minimus,Myosurus minimus L.,Myosurus,Ranunculaceae,Ranunculales,Magnoliopsida,2210,
3092271,Melanthera nivea,Melanthera nivea (L.) Small,Melanthera,Asteraceae,Asterales,Magnoliopsida,2210,
3816070,Atocion rupestre,Atocion rupestre (L.) Oxelman,Atocion,Caryophyllaceae,Caryophyllales,Magnoliopsida,2209,
3171676,Pedicularis lanceolata,Pedicularis lanceolata Michx.,Pedicularis,Orobanchaceae,Lamiales,Magnoliopsida,2207,LC
2749612,Nemastylis geminiflora,Nemastylis geminiflora Nutt.,Nemastylis,Iridaceae,Asparagales,Liliopsida,2207,
3045880,Cardamine pensylvanica,Cardamine pensylvanica Muhl.,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,2207,LC
7262338,Goodenia rotundifolia,Goodenia rotundifolia R.Br.,Goodenia,Goodeniaceae,Asterales,Magnoliopsida,2207,
2891918,Allocasuarina littoralis,Allocasuarina littoralis (Salisb.) L.A.S.Johnson,Allocasuarina,Casuarinaceae,Fagales,Magnoliopsida,2207,LC
2985994,Hydrangea macrophylla,Hydrangea macrophylla (Thunb.) Ser.,Hydrangea,Hydrangeaceae,Cornales,Magnoliopsida,2206,
2888386,Eschscholzia parishii,Eschscholzia parishii Greene,Eschscholzia,Papaveraceae,Ranunculales,Magnoliopsida,2204,
5372647,Salix pentandra,Salix pentandra L.,Salix,Salicaceae,Malpighiales,Magnoliopsida,2204,LC
2888716,Triosteum aurantiacum,Triosteum aurantiacum E.P.Bicknell,Triosteum,Caprifoliaceae,Dipsacales,Magnoliopsida,2204,
3095272,Metalasia densa,Metalasia densa (Lam.) P.O.Karis,Metalasia,Asteraceae,Asterales,Magnoliopsida,2203,
2880771,Quercus engelmannii,Quercus engelmannii Greene,Quercus,Fagaceae,Fagales,Magnoliopsida,2202,EN
5372800,Salix purpurea,Salix purpurea L.,Salix,Salicaceae,Malpighiales,Magnoliopsida,2201,LC
2890287,Geranium nodosum,Geranium nodosum L.,Geranium,Geraniaceae,Geraniales,Magnoliopsida,2201,
